sentence,main_mountain,mentioned_mountains
"Mount Daniel is the highest summit on the Cascade Range crest of Alpine Lakes Wilderness of the central Washington, United States.",mount daniel,['mount daniel']
"Streams on its eastern slopes form the headwaters of the Cle Elum River.

Geology
Mount Daniel's volcanic rock is composed of andesite, dacite, and rhyolite inflows, breccia, and tuff.",mount daniel,['mount daniel']
"Just west of Mount Daniel is the Mount Hinman plutonic stock.

Peaks
From most vantages Mount",mount daniel,['mount daniel']
"Mount Murud or Muru (Malay: Gunung Murud) is a sandstone mountain located in Limbang Division, Sarawak, Malaysia At 2,424 m (7,946 ft), it is the highest mountain in Sarawak.

Geography
Mount Murud at the elevation of 2,424 m, is the highest mountain in Sarawak, located at the boundary between Miri and Limbang Division, in the Kelabit Highlands.",mount murud,['mount murud']
Mount Murud has tw,mount murud,['mount murud']
"Mocho may refer to:

Mocho people, an ethnic group of Mexico
Mocho language, a Mayan language
Mocho (volcano), in Chile
Mocho Mountains, in Jamaica
Mount Mocho, in California
Mocho Subbasin, a groundwater basin in California

People with the name
Mocho Cota (1954–2016), Mexican wrestler
Mocho Cota Jr.",mocho,['mocho']
"(born 1977), Mexican wrestler
Fray Mocho (1858–1903), Argentine writer and journalist
José Manuel Hernández, nicknamed ""El Mocho"" (1853–1921), Venezuelan politician

See also
Mucho
Moxo (disambigua",mocho,['mocho']
"Choshuenco is a village (Spanish: aldea) on the eastern edge of Panguipulli Lake in Panguipulli commune, Los Lagos Region, Chile.",choshuenco,['choshuenco']
"It is 33 kilometres (21 mi) west of the Argentina border.
Choshuenco is served by Molco Airport.",choshuenco,['choshuenco']
Ha Ling Peak is a peak at the northwestern end of Ehagay Nakoda — a mountain located immediately south of the town of Canmore just east of the Spray Lakes road in Alberta's Canadian Rockies.,ha ling peak,['ha ling peak']
"It was the subject of a 2018 CBC Documentary titled 'Ha Ling Peak' that follows the controversy and renaming of the mountain .

Origin of the name
The name of the mountain has been subject to much controversy.",ha ling peak,['ha ling peak']
Store Skagastølstind (also known as Storen) is the third highest peak in Norway.,store skagastølstind,['store skagastølstind']
Hajla (Albanian: Hajlë or Hajla; Serbian Cyrillic: Хајла) is a mountain located between the borders of Kosovo and Montenegro.,hajla,['hajla']
Hajla is also the tallest mountain in the northern part of the Accursed Mountains of the Balkans.,hajla,['hajla']
"Le Tabor is a mountain in the Isère department of France.


== References ==",le tabor,['le tabor']
"Kirigalpotta is the 2nd tallest mountain in Sri Lanka at 2,388 m (7,835 ft) above mean sea level, and is also the highest mountain in the country whose summit is accessible to the general public (the highest point, Pidurutalagala, is occupied by a military base and off-limits to the public).",pidurutalagala,['pidurutalagala']
"Maglić may refer to:

Maglić, Serbia, a village in Vojvodina
Maglić (mountain), a mountain situated in Bosnia, Herzegovina and Montenegro
Mountain Maglić, a mountain in Montenegro
Bogdan Maglić, Serbian American physicist

See also
Maglič, a castle in Serbia",maglić,['maglić']
"Emory Peak, located in Big Bend National Park, is the highest peak in the Chisos Mountains and the highest in Brewster County.",emory peak,['emory peak']
"From the west, Emory Peak is clearly visible as a point slightly higher than most of the mountain range.
The peak can be reached by a mod",emory peak,['emory peak']
"Mount Cayley is an eroded but potentially active stratovolcano in the Pacific Ranges of southwestern British Columbia, Canada.",mount cayley,['mount cayley']
"All major summits have elevations greater than 2,000 m (6,600 ft), Mount Cayley being the highest at 2,385 m (7,825 ft).",mount cayley,['mount cayley']
"Mount Galwey is a mountain located north of Blakiston Creek in Waterton Lakes National Park, Alberta, Canada.",mount galwey,['mount galwey']
"Galwey, who was an astronomer for the International Boundary Commission.

Geology
Like other mountains in Waterton Lakes National Park, Mount Galwey is composed of sedimentary rock laid down during the Precambrian to Jurassic periods.",mount galwey,['mount galwey']
"Botev Peak (Bulgarian: (връх) Ботев Bulgarian pronunciation: [(vrɤx) ˈbɔtɛf]) is, at 2,376 metres (7,795 ft) above sea level, the highest peak of the Balkan Mountains in southeastern Europe.",botev peak,['botev peak']
Mount Mulu (Malay: Gunung Mulu) is a sandstone and shale mountain.,mount mulu,['mount mulu']
"At 2376 m, it is the second highest mountain in the state of Sarawak, after Mount Murud.",mount mulu,['mount murud']
"John and Charles Hose, attempted to conquer Mount Mulu.",mount mulu,['mount mulu']
"Mount Deception may refer to:

Mount Deception (Alaska), a peak of the Alaska Range southeast of Mount McKinley (Denali)
Mount Deception (Washington) in the Olympic Mountains
Mount Deception (New Hampshire), a mountain in the Dartmouth Range",mount deception,"['dena', 'mount deception']"
"Mount Aix is a 7,766-foot (2,367 m) mountain summit  in Yakima County of Washington state.

Description
Mount Aix is set in the William O.",mount aix,['mount aix']
"Mount Aix is situated east of the crest of the Cascade Range, southeast of Bumping Lake, north of Bismarck Peak, and northwest of Rimrock Lake.",mount aix,['mount aix']
It is also 24 miles east-southeast of Mount Rainier.,mount aix,['mount rainier']
"Mount Karthala or Karthola (Arabic: القرطالة Al Qirṭālah) is an active volcano and the highest point of the Comoros at 2,361 m (7,746 ft) above sea level.",mount karthala,['mount karthala']
"Signal Mountain may refer to:

Signal Mountain (geography), several mountains or peaks named Signal
Signal Mountain (Alberta), a mountain in the Maligne Range in Alberta, Canada
Signal Mountain Wilderness, a protected wilderness area in Maricopa County, Arizona
Mount Wilkinson or Signal Mountain, a mountain near Atlanta, Georgia
Signal Mountain, Tennessee, a town near Chattanooga
Signal Mountain Middle High School
Signal Mountain (Wyoming), a mountain in Grand Teton National Park
Signal Mountain",signal mountain,"['grand teton', 'signal mountain']"
"Mount Pico (Portuguese: Montanha do Pico) is a currently dormant stratovolcano located on Pico Island, in the mid-Atlantic archipelago of the Azores.",mount pico,['mount pico']
"The Grimming (2,351 m, German: [ˈɡʁɪmiŋ]) is an isolated peak in the Dachstein Mountains of Austria and one of the few ultra-prominent mountains of the Alps.

Geography
Location
The Grimming rises between the Enns valley and Salzkammergut, east of the Dachstein massif, being separated from its eastern rim by the Salza Gorge.

Geology
Although it is topographically separate from the Dachstein, the Grimming is mainly made of Dachstein limestone.
Southwest of the main summit is the Grimmingtor (Gri",grimming,['grimming']
"Monte Sirente is a mountain in Abruzzo, central Italy, the highest peak (at 2,349 m) of a small chain extending for c.",monte sirente,['monte sirente']
"Mount Blum, or Mount Bald, is a 7,685-foot (2,342 m) summit of the North Cascades range in Washington state, on the western edge of North Cascades National Park.",mount blum,['mount blum']
"Mount Blum was named after John Blum, a United States Forest Service fire patrol pilot who perished in a plane crash near Snoqualmie Pass in 1931.
Six small glacial-fed ",mount blum,['mount blum']
Mount Popomanaseu is a volcanic mountain and the highest mountain in the Solomon Islands.,mount popomanaseu,['mount popomanaseu']
It is located on Guadalcanal east of Mount Makarakomburu.,mount popomanaseu,['mount makarakomburu']
"Monte Priora is a mountain of Marche, Italy, representing the third highest peak in the group of Sibillini Mountains, after Mount Vettore and Cima del Redentore (Italian for The Redeemer's Peak).",monte priora,['monte priora']
Mount Prophet is a steep and remote mountain in the North Cascades of Washington state.,mount prophet,['mount prophet']
"Because of its difficult-to-access location, few people have attempted to climb Mount Prophet.
Ringed by the separate valleys of the two Beaver Creeks and Arctic Creek, the mount",mount prophet,['mount prophet']
"Mount Griggs, formerly known as Knife Peak Volcano, is a stratovolcano, which lies 10 km behind the volcanic arc defined by other Katmai group volcanoes.",mount griggs,['mount griggs']
"Although no historic eruptions have been reported from Mount Griggs, vigorously active fumaroles persist in a summit crater and along the upper southwest flank.",mount griggs,['mount griggs']
The slopes of Mount Griggs are hea,mount griggs,['mount griggs']
"Mount Makarakomburu is the second highest point in the Solomon Islands, located approximately 20 miles south of Honiara, the capital, on the island of Guadalcanal, which is the largest island in the country.

Elevation
SRTM, more accurate IFSAR data and topographic mapping all agree that the claim by many authorities that Makarakomburu is 2,447 metres (8,028 feet), and the highest point of the Solomon Islands, is incorrect.",api,"['api', 'mount makarakomburu']"
"The highest point of the Solomon Islands is Mount Popomanaseu, 2332m.",api,['mount popomanaseu']
"Lalla Khedidja or (Arabic: لالة خديجة, Kabylian: Tamgut Aâlayen or Azeru Amghur), is a mountain in Algeria.",lalla khedidja,['lalla khedidja']
"The Lalla Khedidja is usually covered in snow in the winter.

See also
Li",lalla khedidja,['lalla khedidja']
"Lavender Peak may refer to:

Lavender Peak (British Columbia), Canada, a mountain in the Coast Mountains
Lavender Peak (Colorado), United States, a mountain in the La Plata Mountains",lavender peak,['lavender peak']
"Mount Sir Allan MacNab is a mountain located in the Premier Range of British Columbia, Canada.",mount sir allan macnab,['mount sir allan macnab']
"Murree (Punjabi, Urdu: مری) is a mountain resort city, located in the Galyat region of the Pir Panjal Range, within the Murree District of Punjab, Pakistan.",murree,['murree']
"Kozi Wierch is a mountain situated in the High Tatras mountain range in Poland, between the Gąsienicowa Valley and the Valley of Five Polish Lakes.",kozi wierch,"['olan', 'kozi wierch']"
"
Kozi Wierch is also the highest point of the Orla Perć tourist trail, which is considered one of the most dangerous and difficult trails in the Tatras.


== References ==",kozi wierch,['kozi wierch']
"Cherni Vrah (Bulgarian: Черни връх [ˈt͡ʃɛrni vrɤx], ""Black Peak"") is the summit of Vitosha Mountain in Bulgaria.",cherni vrah,['cherni vrah']
"Rising to 2290 m, the peak is the fourth highest mountain summit in the country after Musala (2925 m, Rila Mountain), Vihren (2914 m, Pirin Mountain), and Botev Vrah (2376 m, Balkan Range).
Cherni Vrah is bounded to the northwest by Torfeno Branishte (Turf Nature Reserve) which — like the extensive adjacent territory to the south — is a no-go drinking water catchment area.",cherni vrah,"['musala', 'vihren', 'cherni vrah']"
The Druesberg (or Drusberg) is a mountain located north of Pragel Pass in the Schwyzer Alps and the canton of Schwyz.,druesberg,['druesberg']
"To the north-east, the mountain is drained by the upper reaches of the Sihl, which eventually flows the centre of the city of Zürich.

References
External links

Druesberg on Summ",druesberg,['druesberg']
"
Ineu Peak belongs to the Ineu–Lala Mixed Reservation, within the Rodna Mountains National Park.


== References ==",ineu peak,['ineu peak']
Mount Huye is a mountain located near to the city of Butare in southern Rwanda.,mount huye,['mount huye']
"Bikku Bitti, also known as Bette Peak, is the highest mountain in Libya at 2,266–2,267 metres (7,434–7,438 ft).: 54 
It is located on the Dohone spur of the Tibesti Mountains in southern Libya, near the Chadian border.


== References ==",bikku bitti,['bikku bitti']
"Blue Mountains may refer to:

Geography
Blue Mountains (New South Wales), Australia
City of Blue Mountains, a local government area west of Sydney
Blue Mountains Conservation Society, NGO advocating for the protection of the Blue Mountains in NSW
Blue Mountains Line, a railway line
Blue Mountains National Park
Blue Mountains walking tracks
Electoral district of Blue Mountains
Greater Blue Mountains Area, a World Heritage Site
Blue Mountains (Nunavut), Canada
The Blue Mountains, Ontario, a town i",blue mountains,['blue mountains']
